Summary level,Program label,Program,Sub-program,Name,Code,Subsidized units available,% Occupied,# Reported,% Reported,Average months since report,% moved in past year,Number of people per unit,Number of people: total,Average Family Expenditure per month ($$),Average HUD Expenditure per month ($$),Household income per year,Household income per year per person,"% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more",% Households where wages are major source of income,% Households where welfare is major source of income,% Households with other major sources of income,% of local median (Household income),% very low income,% extremely low income,% 2+ adults with children,% 1 adult with children,% female head,% female head with children,"% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households",% 24 years or less (Head or spouse),% 25 to 49 years (Head or spouse),% 51 to 60 (Head or spouse),% 62 or more (Head or spouse),% 85 or more (Head or spouse),% Minority,%Black Non-Hispanic, %Black Hispanic,%Native American Non-Hispanic,%Asian or Pacific Islander Non-Hispanic,% Hispanic,Average months on waiting list,Average months since moved in,% with utility allowance,Average utility allowance $$,% 0 - 1 bedrooms:,% 2 bedrooms,% 3+ bedrooms,% Overhoused,% in poverty (Census tract),% minority (Census tract),% single family owners (Census tract),Congressional District,CBSA,PLACE,Latitude,Longitude,State,PHA Total Units,HA category,%White Hispanic,%White Non-Hispanic,% Multiple Race,%Other Hispanic
7,Summary of All HUD Programs,1,NA,NC North Carolina Lincoln County 071101,37109071101,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,17000,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Lincoln County 071102,37109071102,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,39520,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Lincoln County 071201,37109071201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Lincoln County 071202,37109071202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Lincoln County 071203,37109071203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Lincoln County 999999,37109999999,23,89,22,100,5,9,1.5,32,322,554,13388,9204,14,14,29,24,19,18,-1,77,22,100,59,-1,14,77,14,60,71,47,5,32,32,32,-1,64,55,-1,5,5,0,15,83,55,126,50,41,9,32,0,0,0,NA,16740,38320,NA,NA,NC,NA,NA,-1,36,5,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina McDowell County 970101,37111970101,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,32000,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina McDowell County 970102,37111970102,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,32000,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina McDowell County 970200,37111970200,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,32000,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina McDowell County 970300,37111970300,52,72,38,100,6,11,1.7,66,350,534,13638,7852,3,6,61,19,11,18,-1,76,27,95,74,3,29,89,29,55,63,33,5,32,21,42,-1,21,21,-1,-1,-1,0,15,76,92,150,18,63,18,39,20,20,79,NA,32000,41420,NA,NA,NC,NA,NA,-1,79,3,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina McDowell County 970400,37111970400,19,74,14,100,5,-1,1.4,20,328,535,12600,8820,21,-1,43,29,7,7,14,79,25,100,57,-1,14,79,14,56,60,40,-1,7,57,36,-1,21,21,-1,-1,-1,0,7,94,93,168,36,57,7,50,28,29,68,NA,32000,41420,NA,NA,NC,NA,NA,-1,79,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina McDowell County 970500,37111970500,166,86,143,100,6,9,1.4,203,337,546,14145,9964,6,6,50,21,17,15,-1,84,28,96,60,1,13,78,13,43,22,23,1,20,17,62,8,7,6,-1,-1,1,0,-1,94,100,112,57,29,15,25,23,24,44,NA,32000,41420,NA,NA,NC,NA,NA,-1,90,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina McDowell County 970600,37111970600,16,70,11,100,6,-1,1.6,18,345,531,13446,8217,-1,-1,82,18,-1,-1,-1,100,27,100,73,-1,27,73,27,71,100,56,-1,18,45,36,-1,18,9,-1,-1,-1,9,-1,103,82,165,9,64,27,55,13,13,67,NA,32000,41420,NA,NA,NC,NA,NA,9,82,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina McDowell County 970700,37111970700,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,32000,48920,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina McDowell County 970800,37111970800,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,32000,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina McDowell County 970902,37111970902,14,73,12,100,7,17,1.3,15,298,414,12226,9781,-1,9,64,18,9,-1,-1,92,25,100,67,-1,17,67,17,89,100,73,8,25,42,25,-1,25,17,-1,-1,-1,8,5,86,50,133,58,33,8,25,18,12,56,NA,32000,99999,NA,NA,NC,NA,NA,8,75,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina McDowell County 970903,37111970903,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,32000,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina McDowell County 970904,37111970904,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,32000,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina McDowell County 999999,37111999999,17,69,12,100,7,-1,1.4,17,389,538,16415,11587,-1,-1,36,45,18,17,-1,75,33,83,33,-1,8,75,8,60,-1,41,-1,42,42,17,-1,25,25,-1,-1,-1,0,-1,103,67,144,25,58,17,58,0,0,0,NA,32000,41420,NA,NA,NC,NA,NA,-1,75,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Macon County 970100,37113970100,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,99999,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Macon County 970200,37113970200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Macon County 970302,37113970302,21,70,15,100,5,13,1.4,21,344,390,13916,9940,-1,-1,73,20,7,7,-1,93,28,100,73,-1,13,47,13,78,33,48,-1,33,27,40,7,7,7,-1,-1,-1,0,7,60,73,62,47,40,13,40,10,17,84,NA,99999,24640,NA,NA,NC,NA,NA,-1,87,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Macon County 970303,37113970303,18,64,12,100,5,-1,1.1,13,350,404,13598,12552,-1,-1,75,25,-1,8,-1,92,28,100,75,-1,8,83,8,83,83,77,-1,17,33,50,-1,0,-1,-1,-1,-1,0,-1,53,100,57,50,42,8,50,19,21,63,NA,99999,24640,NA,NA,NC,NA,NA,-1,100,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Macon County 970304,37113970304,54,83,46,100,7,22,1.2,54,347,445,14036,11957,-1,2,67,22,9,4,-1,96,29,100,63,-1,2,57,2,85,61,61,-1,11,17,72,-1,9,2,-1,2,-1,4,18,73,98,51,83,17,-1,11,29,25,43,NA,99999,24640,NA,NA,NC,NA,NA,2,87,4,2
7,Summary of All HUD Programs,1,NA,NC North Carolina Macon County 970400,37113970400,36,64,24,100,9,4,1.4,33,396,404,15453,11238,4,-1,50,21,25,8,-1,92,30,100,54,4,4,79,8,88,75,67,-1,4,29,67,4,13,4,-1,-1,4,4,9,80,100,55,-1,79,21,83,14,12,79,NA,99999,99999,NA,NA,NC,NA,NA,4,88,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Macon County 970501,37113970501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Macon County 970502,37113970502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Macon County 970600,37113970600,46,64,30,100,6,20,1.5,46,383,404,15342,10006,3,10,40,23,23,20,-1,80,30,97,57,-1,17,83,17,69,43,37,-1,27,27,47,-1,7,7,-1,-1,-1,0,8,48,93,60,47,43,10,33,15,14,82,NA,99999,24640,NA,NA,NC,NA,NA,-1,93,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Macon County 970700,37113970700,76,64,50,100,6,14,1.4,68,364,404,15055,11070,-1,4,56,30,10,10,-1,90,30,98,62,2,16,78,16,71,69,54,-1,28,14,58,6,4,2,-1,-1,-1,2,8,73,100,61,34,62,4,48,19,17,76,NA,99999,24640,NA,NA,NC,NA,NA,-1,96,0,2
7,Summary of All HUD Programs,1,NA,NC North Carolina Macon County 999999,37113999999,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,99999,24640,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Madison County 010100,37115010100,25,94,22,94,7,5,2.1,47,364,627,15002,7022,5,10,40,15,30,23,5,64,23,95,68,-1,50,77,50,44,100,34,9,45,18,27,-1,0,-1,-1,-1,-1,0,9,100,100,253,-1,55,45,55,17,7,68,NA,11700,99999,NA,NA,NC,NA,NA,-1,100,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Madison County 010200,37115010200,53,96,50,99,8,18,1.7,84,381,558,20921,12453,-1,10,38,16,36,40,-1,60,33,84,60,6,18,68,14,48,42,30,6,30,28,36,-1,2,2,-1,-1,-1,0,4,84,74,35,48,36,16,24,18,8,69,NA,11700,32840,NA,NA,NC,NA,NA,-1,98,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Madison County 010400,37115010400,18,94,16,94,8,19,2.1,33,254,627,10651,5164,13,-1,73,13,-1,13,-1,81,16,100,100,13,25,81,31,42,75,24,6,44,25,25,-1,6,-1,-1,-1,-1,6,78,63,100,254,-1,69,31,63,15,7,69,NA,11700,99999,NA,NA,NC,NA,NA,6,94,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Madison County 010500,37115010500,92,96,86,97,8,16,1.7,148,381,465,17206,9998,8,14,34,21,23,36,1,63,27,88,74,2,31,76,29,27,50,23,7,34,20,40,2,1,-1,-1,-1,-1,1,17,71,44,266,23,45,31,42,10,9,65,NA,11700,41580,NA,NA,NC,NA,NA,1,99,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Madison County 010601,37115010601,24,94,21,94,7,19,2.1,44,355,627,14850,7088,-1,20,50,10,20,33,-1,62,22,95,86,10,19,52,14,25,67,25,10,29,19,43,-1,5,5,-1,-1,-1,0,6,85,100,243,19,43,38,43,25,10,63,NA,11700,41620,NA,NA,NC,NA,NA,-1,95,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Madison County 010602,37115010602,97,98,94,99,8,15,1.9,175,430,515,20232,10867,8,3,35,14,40,41,4,51,31,81,59,4,35,85,38,34,59,24,9,37,20,34,1,3,-1,-1,1,-1,2,12,106,13,263,23,49,28,35,9,13,65,NA,11700,99999,NA,NA,NC,NA,NA,2,97,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Madison County 010700,37115010700,20,94,18,94,9,22,1.7,30,348,627,14745,8847,6,-1,56,22,17,6,11,83,24,100,83,-1,22,72,22,70,75,43,6,22,28,44,-1,0,-1,-1,-1,-1,0,82,36,100,254,11,50,39,61,13,9,71,NA,11700,99999,NA,NA,NC,NA,NA,-1,100,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Madison County 999999,37115999999,65,95,59,96,8,12,1.9,113,381,619,19413,10136,4,2,47,11,36,27,2,64,29,92,63,7,27,80,29,50,59,35,-1,46,25,29,3,3,3,-1,-1,-1,0,36,61,85,183,29,46,25,34,0,0,0,NA,11700,32840,NA,NA,NC,NA,NA,-1,97,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Martin County 970100,37117970100,35,92,32,100,6,19,2.1,68,324,650,14134,6651,4,15,41,15,26,28,-1,56,25,94,66,-1,50,84,50,41,80,26,-1,59,25,16,-1,88,88,-1,-1,-1,0,8,81,100,124,-1,59,41,50,22,31,69,NA,99999,34320,NA,NA,NC,NA,NA,-1,13,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Martin County 970200,37117970200,137,90,126,100,6,20,1.9,235,342,420,13390,7179,11,8,49,14,18,22,1,75,25,98,70,2,37,83,37,30,51,23,7,36,18,39,3,90,90,-1,-1,-1,0,4,68,98,134,47,32,21,15,23,60,67,NA,99999,74220,NA,NA,NC,NA,NA,-1,10,1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Martin County 970300,37117970300,109,78,90,100,6,32,2.5,226,337,477,12848,5116,14,11,47,8,19,33,1,58,22,94,79,2,58,89,59,22,78,15,6,63,11,20,-1,97,96,-1,-1,1,0,12,82,96,202,12,38,50,31,29,59,76,NA,99999,74220,NA,NA,NC,NA,NA,-1,3,7,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Martin County 970400,37117970400,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,99999,29120,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Martin County 970500,37117970500,23,79,19,100,6,47,2.7,51,477,529,15343,5716,18,12,24,6,41,42,-1,42,25,84,58,5,68,95,74,20,75,18,5,68,5,21,-1,74,68,5,-1,-1,5,10,54,100,299,-1,26,74,32,16,25,55,NA,99999,04180,NA,NA,NC,NA,NA,-1,26,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Martin County 970600,37117970600,97,94,91,100,7,18,2,180,323,642,13300,6724,15,9,46,11,19,36,-1,62,26,95,74,1,36,85,37,20,69,23,4,53,8,35,2,92,91,1,-1,-1,1,8,116,23,315,35,20,45,31,20,67,75,NA,99999,50540,NA,NA,NC,NA,NA,-1,8,1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Martin County 999999,37117999999,189,96,183,100,5,17,2.4,440,310,719,15120,6289,20,8,34,11,27,41,-1,56,27,87,68,1,59,85,57,17,71,16,8,56,15,21,-1,93,93,1,-1,-1,1,16,102,5,250,21,37,42,18,0,0,0,NA,99999,30040,NA,NA,NC,NA,NA,-1,7,1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 000101,37119000101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 000102,37119000102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 000103,37119000103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 000104,37119000104,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,12000,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 000301,37119000301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 000302,37119000302,178,61,162,100,3,8,1,163,253,1107,11895,11822,1,24,59,9,7,2,-1,96,17,100,94,-1,-1,43,-1,99,99,98,1,20,32,47,1,80,74,2,2,1,3,-1,55,-1,-1,100,-1,-1,-1,29,38,3,NA,16740,12000,NA,NA,NC,NA,NA,1,20,1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 000401,37119000401,165,61,150,100,13,1,1,152,274,1107,12661,12494,1,20,58,13,8,6,-1,93,19,100,92,-1,-1,56,-1,57,65,64,-1,-1,9,91,1,85,81,1,-1,2,2,-1,60,-1,-1,100,-1,-1,-1,8,25,4,NA,16740,12000,NA,NA,NC,NA,NA,1,15,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 000402,37119000402,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,12000,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 000501,37119000501,36,61,33,100,17,-1,1.8,59,420,1107,18160,10157,6,10,29,13,42,48,-1,45,25,94,73,-1,36,97,36,17,70,20,-1,48,21,30,-1,97,94,3,-1,-1,3,-1,225,100,164,27,58,15,18,6,46,3,NA,16740,12000,NA,NA,NC,NA,NA,-1,3,3,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 000502,37119000502,73,80,67,100,8,10,2.4,159,209,1499,8887,3745,20,26,24,18,12,30,3,39,11,99,94,-1,58,90,57,12,33,8,4,61,21,13,-1,99,91,-1,-1,-1,7,-1,77,52,128,13,49,37,22,15,52,2,NA,16740,12000,NA,NA,NC,NA,NA,6,-1,0,1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 000503,37119000503,297,75,277,100,5,9,1.1,293,303,1130,13568,12828,3,11,62,13,11,4,-1,96,20,99,90,-1,-1,61,-1,67,39,40,-1,-1,8,92,4,82,76,2,0,0,5,-1,67,0,140,94,6,-1,2,16,41,15,NA,16740,12000,NA,NA,NC,NA,NA,2,14,0,1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 000600,37119000600,289,61,263,100,16,4,1.8,469,363,1107,16435,9216,4,15,40,20,21,28,-1,69,23,95,81,6,25,71,25,17,53,23,1,30,11,57,4,94,86,1,1,4,3,-1,83,75,87,61,24,16,5,27,54,6,NA,16740,12000,NA,NA,NC,NA,NA,1,6,2,1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 000700,37119000700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 000800,37119000800,99,61,90,100,15,2,2,180,352,1107,15852,7926,9,16,40,10,24,36,-1,60,22,93,81,-1,42,81,41,34,65,22,2,50,19,29,-1,98,97,-1,-1,-1,1,-1,131,100,100,31,42,27,24,19,67,50,NA,16740,12000,NA,NA,NC,NA,NA,1,2,1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 000900,37119000900,79,61,72,100,20,15,1,73,239,1107,9399,9270,-1,28,57,6,9,4,-1,71,15,99,94,-1,1,21,-1,85,97,89,1,15,40,43,1,79,76,1,-1,-1,3,-1,72,4,221,96,4,-1,3,13,47,78,NA,16740,12000,NA,NA,NC,NA,NA,1,21,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001000,37119001000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001100,37119001100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,16740,12000,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001200,37119001200,83,87,79,100,8,10,1.8,142,335,682,13929,7749,15,7,37,14,27,18,3,72,19,100,80,1,38,87,37,21,42,19,4,39,11,46,5,75,63,1,-1,6,5,-1,117,97,105,35,65,-1,18,8,48,67,NA,16740,12000,NA,NA,NC,NA,NA,-1,9,1,4
7,Summary of All HUD Programs,1,NA,NC North Carolina Mecklenburg County 001300,37119001300,36,61,33,100,11,-1,2.2,71,418,1107,15832,7358,9,6,48,6,30,21,-1,79,21,97,85,-1,36,79,36,43,70,32,-1,39,30,30,-1,91,88,3,-1,-1,3,-1,177,100,206,3,55,42,61,13,52,58,NA,16740,12000,NA,NA,NC,NA,NA,-1,9,0,-1
